label,input_ids,attention_mask
1,"tensor([  101,  1026,  5310,  1028,  3426,  2017,  2020, 13109,  9215, 25811,
        10695, 13871,  2290,  1012,  1012,  1012,  1998,  2009,  2001, 16906,
         2100,  2061,  1045,  2001,  2066,  1047,  1012,  1012,  1048,  2213,
         7011,  2080,  2021,  3649,  1045,  2288,  2058,  2009,   999,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([ 101, 1026, 5310, 1028, 2079, 2009,  999,  999, 2097, 2022, 2061, 2061,
        2204,  999, 2320, 1999, 1037, 6480,  102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101, 17012,  2008,  1005,  1055, 10140,  1012,  1012,  2026,  3422,
         2003,  2108,  2979,  2105,  4078, 23286,  1998,  6866,  2006,  9130,
          102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  2009,  1005,  1055,  1001,  2879,  2705, 29190, 11365, 12762,
         6292,  4757,  7879,   999,   999,  9874,  2009,  2085,   999,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  1026,  5310,  1028,  4283,   999,  2054,  2079,  2017,  2224,
         1055,  2532, 23806,  2005,  1029,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([ 101, 1026, 5310, 1028, 1045, 2293, 1996, 2678, 1001, 6898, 1010, 1045,
        2293, 1010, 2467, 2994, 2844, 1998, 2196, 2360, 2196, 6796, 8915, 2572,
        2080, 2654,  102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1])"
1,"tensor([  101,  1026,  5310,  1028,  1045, 11891,  2012,  2035,  1996,  4155,
         3272,  2005,  2026,  2219,   999,  6289, 23278,  3270,  1045,  3246,
         1045,  1005,  2222,  4553,  2070,  2062,  2028,  2154,  1012,  2022,
         1037,  2210,  2062,  2066,  2017,  1012,  1012,  1012,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101, 19387,  1000,  1026,  5310,  1028,  1026,  5310,  1028,  2084,
         2595,  1037,  2843,  1000,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  7929,  6069,  2377,  1037,  2261,  5466, 10457,  2096,  1045,
         2031,  2026,  7090, 19782,  6658,  1011,  2074,  1037,  3543,  1997,
         2293,  1024,  1026, 24471,  2140,  1028,  3081,  1026,  5310,  1028,
          102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  1026,  5310,  1028,  2017,  2323,  2079,  2178,  1056,  9148,
        13535,  3286,  2574,   999,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  1026,  5310,  1028,  2562,  2008, 23325, 15900,  2362,  1001,
         8305, 23738, 20060,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  2017,  2064,  2175,  6951,  2004,  7050,  1010,  1045,  1005,
         2222,  2994,  2188,  2007, 14554,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([ 101, 1026, 5310, 1028, 5292, 3270, 1045, 2113,  999,  999,  999, 2619,
        3662, 2033, 2008, 2205,  102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  2074,  3191,  2242,  1010,  1998,  1045,  1005,  2310, 11323,
         1012,  1012,  2017,  2113,  2498,  1025,  1033,  2065,  5457,  3793,
         2033,  8670, 11057,  3270, 11057,   999,  1045,  2293,  2017, 22038,
         2595,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  1026,  5310,  1028,  2017,  2024,  2125,  2000,  1037, 17197,
         2707,   999,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  1026,  5310,  1028,  1045,  1005,  1049, 14699,  2135, 16312,
         2000,  5587, 22388,  1999,  2026,  2282,  2205,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  2002, 14161,  2080,  2009,  2022,  1037, 10236,  2043,  1045,
         1005,  1049,  5559,  2009,  2013,  1996,  2067,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([ 101, 2053, 4429, 4017, 2005, 2033, 2651, 4067, 2643,  102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  2985,  2051,  2007, 12098, 11474,   102])","tensor([1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101, 18168,  2290,   999,   999,   999,  2074,  2106,  2771,  2606,
          999,   999,   999, 10047,  6429,   999,   999,  1024, 23060, 11636,
        11636,  2000,  2771,  8771,   999,   999,   999, 14163, 11057,  2050,
          102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  1056,  7447,  2532,  2963,  1037,  5961,  1029,  3100,  1012,
         1012, 10529,  2024,  2417,  1010,  8766,  2015,  2024,  2630,  1010,
         2017,  2123,  1005,  1056, 11891,  5980,  1012,  1012,  2059,  7743,
         6616,  2017,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  1026,  5310,  1028,  5292,  3270,  2050,  2245,  2017,  2094,
         2022,  7537,  1012, 22038,  2595,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([ 101, 3342, 2000, 2031, 2115, 7773, 1999, 2011, 7090, 3892,  999,  999,
         999,  102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([ 101, 1026, 5310, 1028, 2003, 2028, 1997, 1996, 4436, 1045, 2175, 2006,
        7858, 1998, 2059, 2000, 3422, 1026, 5310, 1028,  102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101, 19387,  1026,  5310,  1028,  2204,  2851,  1045,  2123,  1005,
         1056, 10587,  5293,  1996,  3739,  2003,  1037,  5592,  2061,  1045,
         2360,  4067,  2017,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  1026,  5310,  1028,  3649,  2051,  1010,  1045,  1005,  1049,
         2025, 11250,  1012,  1045,  2323,  2022,  2039,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([ 101, 1026, 5310, 1028, 8840, 2140, 1001, 2113, 8322, 2102,  102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  2985,  1001,  3011, 10259,  1999,  1996,  4020,  9422,  2026,
         5440,  3269,  2007,  2026, 10243,  1012,  3407,  1001, 17442,  1010,
         1001,  2962, 12789,  3508,  1012,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1])"
1,"tensor([  101,  1026,  5310,  1028,  2073,  2064,  1045,  3696,  2039,  2000,
         2022,  1999,  2115,  2189,  6876,  1012,  1012,  1045,  2097,  2079,
         2009,  2005,  2489,  5292,  3270, 22038,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1])"
1,"tensor([  101,  1026,  5310,  1028,  1026,  5310,  1028, 23969,  2243,  1045,
         1005,  1049,  7568,  2205,   999,  2115,  2183,  2039,  5095,  2157,
         1029,   999,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  1026,  5310,  1028,  2129,  2055,  2068, 13980,  3892,   999,
         1023,  1011,  1017,  2058,  1996, 15253,   999,  5292, 11057,   999,
          102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([ 101, 2064, 1005, 1056, 3524, 6229, 2028, 3257, 1005, 1055, 4164, 2279,
        2095,  999, 3288, 2006, 2286,  999,  102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  1045,  2293,  1026,  5310,  1028,  2061,  2172,   999,  1026,
         1017,  1045, 10587,  2707,  3331,  2000,  2014,  1037,  2843,  2062,
         2066,  1045,  2109,  2205,  1007,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1])"
1,"tensor([ 101, 1026, 5310, 1028, 1009, 1026, 5310, 1028, 1009, 6350, 1027, 2307,
        2707, 2000, 1996, 2154,  102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101, 11937,  3597,  4330,  2005,  1996,  2117,  2051,  2651,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  2012,  2560,  1045,  2288,  2000, 13558,  2026,  9200,  4280,
         2651,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  1026,  5310,  1028,  1045,  1005,  1049,  2204,  2054,  2055,
         2017,  1029,  1029,  1012,  1012,  1012, 18168,  2290,  1045,  2113,
         1012,  2307,  2000,  2031,  2006, 10474,  2004,  2092,  1060, 11636,
         2080,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  1026,  5310,  1028,  2009,  1005,  1055,  2880,   999,  5796,
         1012,  3744,  7439, 14067,  2023, 10474,  3931,  1012, 20228,  2015,
         2393,  2149,  2205,  2000,  5326,  2023,  1012,  4283,   999,  1026,
        24471,  2140,  1028,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  1026,  5310,  1028,  2009,  1005,  1055,  2880,   999,  5796,
         1012,  3744,  7439, 14067,  2023, 10474,  3931,  1012, 20228,  2015,
         2393,  2149,  2205,  2000,  5326,  2023,  1012,  4283,   999,  1026,
        24471,  2140,  1028,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  2821,  2040, 11923,  1012,  3462,  2003,  2182,  1012,  3374,
         1026,  5310,  1028,  4283,  2005,  2108,  2061, 10036,  1012,  2017,
         2079,  2008,  2092,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([ 101, 1026, 5310, 1028, 1012, 1026, 5310, 1028, 1026, 5310, 1028, 1026,
        5310, 1028, 1026, 5310, 1028, 1026, 5310, 1028, 1026, 5310, 1028, 1026,
        5310, 1028, 3582, 2068, 1998, 5114,  102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  1026,  5310,  1028, 15933,  1012,  2149,  3057,  2031,  2000,
         6293,  2362,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  1026,  5310,  1028,  1026,  5310,  1028,  1026,  5310,  1028,
         1011, 16215,  2595,  1010,  1998,  2215,  2017,  2000,  2113,  1010,
         1045,  1005,  2310,  4149,  2115, 13281,  2006, 11943,  1012,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  1026,  5310,  1028,  2821,  2092,  1010,  3071,  2038,  2367,
        10740,  1012,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  1026,  5310,  1028,  2651,  2043,  1045,  2572,  2067,  2188,
         1045,  2253,  2000,  2156,  1037,  2095,  2028,  3257,  1999,  1996,
         2437,  4302,  2123,  2102,  4952,  2009,  1012,  2017,  2031,  1037,
        10392,  2376,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  2893,  2256, 10063,  2106,  2007,  1026,  5310,  1028,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([ 101, 1045, 2215, 3124, 2008, 1005, 1055, 2013, 6316, 2135, 5292,  999,
         102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([ 101, 2081, 2033, 4756, 1012, 1045, 2442, 2022, 1037, 3836, 1012,  102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  1026,  5310,  1028,  2821, 23644,  2157,  2157,   999,  5292,
         3270,  3270,  2748,  1045,  2064,  1005,  1056,  3524,  2005,  2023,
         1060,  9335,   999,  1045,  2113,  2054,  2000,  4604,  3071,  2085,
         1007,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([ 101, 1019, 1005, 1019, 2007, 2829, 2159, 1010, 1037, 2868, 2066, 1996,
        9609, 4402,  102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  1026,  5310,  1028, 17012,  1045,  2031,  2000,  2360,  1045,
         3335,  2017,  9129,  2229,   999,  1001,  6335, 21818, 29337,  2226,
         1998, 13366,  2064,  2102,  3524,  2000,  2156,  2017,  3892,  1001,
         2026,  7292,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([ 101, 1026, 5310, 1028, 2017, 1005, 2222, 2131, 1996, 6865, 1997, 2009,
         999,  999,  102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101, 20934,  4017,  8292,  8545,  1016,  1012,  1012,  2424,  1996,
         2293,  2040,  2052,  2954,  2005,  2017,  1998, 24471,  3276,  1012,
         1998,  2043,  1057,  2424,  2008,  2711,  1010,  2954,  2005,  2032,
         1012,  2196,  2507,  2039,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101, 20934,  4017,  8292,  8545,  1016,  1012,  1012,  2424,  1996,
         2293,  2040,  2052,  2954,  2005,  2017,  1998, 24471,  3276,  1012,
         1998,  2043,  1057,  2424,  2008,  2711,  1010,  2954,  2005,  2032,
         1012,  2196,  2507,  2039,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  1026, 24471,  2140,  1028,  2130,  2295,  6796,  2038,  2042,
         2000,  3575,  2320,  2077,  1006,  2002,  2001,  1999, 21895,  1007,
         2064,  2017,  3531,  2393,  1998,  3696,  2023,  1026,  1017,  4283,
          102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101, 19387,  1026,  5310,  1028,  1996,  3684,  2208,  2003,  2006,
         1998,  2017,  2298,  2378,  2005,  1037, 10474,  2564,  2100,  1029,
        19387,  1026,  5310,  1028,  2040,  4122,  2000,  2022,  2026, 10474,
         2564,  2100,  1000,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([ 101, 1026, 5310, 1028, 2008, 2015, 4689,  999, 1998, 2748, 2057, 2079,
        1998, 5665, 2156, 2065, 1045, 9298, 2424, 2505, 1012,  102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  1045,  2215,  2000, 15390,  2039,  1999,  1037,  3608,  1998,
         3637,  5091,  1012,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([ 101, 2042, 3015, 2774, 2066, 2009, 1005, 1055, 2026, 3105, 1010, 2021,
        1045, 2031, 2000, 6449, 1010, 1045, 2123, 1005, 1056, 2228, 1045, 2064,
        3524, 4902, 1012, 1045, 2215, 2111, 2000, 2963, 2068, 1012,  102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  1026,  5310,  1028,  4658,  1010, 11504,  2077,  2026,  7570,
         2140,  2397,  2257,  1012,  1012,  1012,  2070,  2047,  3430,  2000,
         9483,  2000,  2006,  1996,  3509,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1])"
1,"tensor([  101,  1026,  5310,  1028, 15488,  2232,  1026,  5310,  1028,  2039,
        11265,  4502,   999,   999,   999,  1008,  3504,  2105,  1008,  9413,
         2213,  1012,  1012,  1012,  2821,   999,  6451,  2003,  8670,  2243,
         1024,  1040,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([ 101, 2061, 3835, 3788, 2046, 1042, 6672, 7483, 2019, 4851, 2005, 1996,
        1026, 5310, 1028, 3729,  102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  1026,  5310,  1028,  2017,  1005,  2128,  1037, 26599, 13871,
          999,  2339,  2017,  2377,  2378,  1029,  8840,  2140,  1004,  1045,
         2903,  2009,  1010,  2017,  4025,  2205,  2812,  2000,  3921,  1012,
          102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  1026,  5310,  1028,  7592,  3335, 19431,  2272,  1998,  2131,
         2033,  1012,  1012,  1012,  2821,  1010,  3374, 15419,  2009,  1005,
         1055,  2017,  1012,  1012,  1012,  1001,  1056, 28394,  3436,  2135,
         7277, 14540, 15922, 16098,  3070,  9153, 22038,  2595,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  2893,  2026,  2034, 29450,  8758,   999,   999,   999,  1006,
         2049,  1037,  3482,  1997,  2489,  2191,  1011,  2039,  1998,  2204,
         3111,  2017,  2024,  2741,  2000,  3319,  8840,  2140,  1007,  8038,
         2100,  2100,  2100,   999,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([ 101, 2122, 3057, 2131, 5506, 3426, 1045, 2196, 2215, 2242, 3809, 1045,
        2074, 2228, 2055, 2017, 3426, 2017, 2081, 2033, 2025, 2215, 2000, 2175,
        2067, 2000, 2008, 1012, 2540, 3238,  102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  1026,  5310,  1028,  3844,  2039,  1004,  2074,  2191,  2469,
         2026, 25818,  2022,  6176,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  1026,  5310,  1028,  1037,  3232,  2062,  2847,  1998,  2057,
         2097,  2140,  2022,  2147,  2378,  2006,  2256,  2156, 10288, 18037,
         4632,  9092,  3210,  1001,  2064,  2102, 21547,  2102,  2821,  3398,
         1001,  2049, 20958,  2692,  1001,  8038,  2100,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  1026,  5310,  1028,  2023,  2003,  1037,  2307,  2154,   999,
         1001,  2633, 29337,  4215, 22930,  4183,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  1056, 19968,  2183, 25209,  2050,  4497,  2005, 27259,  4606,
         1045,  1005,  1049,  2183,  2000,  2298,  2005,  2070, 25545,  2030,
         7390,  2015,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([ 101, 3610, 2017, 2006, 2115, 3300, 1998, 2425, 2017, 2673, 2003, 2307,
         102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([ 101, 3610, 2017, 2006, 2115, 3300, 1998, 2425, 2017, 2673, 2003, 2307,
         102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([ 101, 3610, 2017, 2006, 2115, 3300, 1998, 2425, 2017, 2673, 2003, 2307,
         102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([ 101, 1026, 5310, 1028, 2053, 8572, 1010, 2017, 3363, 2131, 1996, 7022,
        1060,  102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  5292,  3270,  1012,  1012,  1012, 22822, 11483,  2295, 19387,
         1026,  5310,  1028,  1026,  5310,  1028,  7221,  2050,   999,  9033,
         3900,  6844,  5243, 11924,  2919,  2080,  1001,  2136,  2850, 19892,
          102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1])"
1,"tensor([ 101, 1026, 5310, 1028, 3531, 3582, 2033,  999, 1045, 2031, 2042, 2667,
        2005, 2061, 2146,  102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([ 101, 3613, 2183, 2007, 2032, 1010, 2108, 2010, 2210, 3899, 1998, 2206,
        2032, 7249, 3398, 1029,  102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  1026,  5310,  1028,  2748, 10047, 11113,  2102,  2000,  1038,
         1037, 20565,  1012,  1012,  1012,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([ 101, 1026, 5310, 1028, 8840, 2140, 2129, 2116, 5093, 5434, 2079, 2017,
        2342, 1029,  102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  1026,  5310,  1028,  1045,  2001,  2061,  2485,  2000,  1056,
        28394,  3436,  2008,  1012,  1012,  1012,  5580,  1045,  2134,  2102,
         2085,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([  101,  1026,  5310,  1028,  1045,  1005,  1040,  2175,  2000,  1996,
         3460,  2005,  2008, 19340,  1010,  6775,   102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([ 101, 1026, 5310, 1028, 2017, 2024, 2844, 1998, 2017, 2123, 1005, 1056,
        2292, 2060, 2111, 3747, 2017, 2030, 2131, 2017, 2091,  102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
1,"tensor([ 101, 1026, 5310, 1028, 1045, 9641, 2017, 2023, 2051, 2021, 2196, 2153,
        1998, 6300,  102])","tensor([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])"
